ref,current_recall_status,TITLE,URL,MODULES,COMMITS
issues/333,not_collected,SEC-6 The Go secp256k1 lib does not validate secret key before generating EC key,https://github.com/ethereum/go-ethereum/issues/333,{'crypto': 1},{'238f39a42ecaf489f0dbbf880e6d8f8e86791f1d'}
issues/342,not_collected,SEC-7 Negative Value Transactions,https://github.com/ethereum/go-ethereum/issues/342,{'evm': 1},{'fdecc11128596eadc00e7a7d81b856d844396c37'}
issues/3608,not_collected,Swarm: Panic when swarm is started with invalid ethapi,https://github.com/ethereum/go-ethereum/issues/3608,{'ui': 1},{'409b61fe3c8046dc26f3442846e9f7032bebb9c5'}
issues/362,not_collected,SEC-8 No stack size validation for some op codes,https://github.com/ethereum/go-ethereum/issues/362,{'evm': 1},{'dd086791acf477da7641c168f82de70ed0b2dca6'}
issues/3819,not_collected,Signed transaction printing could crash,https://github.com/ethereum/go-ethereum/issues/3819,{'consensus': 1},{'4be37e91b941db0cec1cab9c41b7e62a08f78d81'}
issues/389,not_collected,SEC-12 Block header validation function does not validate gas limit,https://github.com/ethereum/go-ethereum/issues/389,{'consensus': 1},{'b155b9d80b1cb921c52c20e296f27039de3b069b'}
issues/416,not_collected,SEC-14 single DB lookup table for all objects pose consensus security risk,https://github.com/ethereum/go-ethereum/issues/416,"{'ui': 5, 'consensus': 3, 'node': 1, 'rpc': 1}",{'cd856cb2133d390758bb24b88fa3b538bb7bc306'}
issues/418,not_collected,SEC-16 JSON RPC DoS vulnerability for large messages,https://github.com/ethereum/go-ethereum/issues/418,{'rpc': 1},{'676a0de58d3d7c508b0eeeff192d2095a46f7382'}
issues/420,not_collected,SEC-18 RLP decoder unsafe allocation,https://github.com/ethereum/go-ethereum/issues/420,{'util': 1},{'c35f4fd0bd93bcab01ba7704fc144514a2cc7a1b'}
issues/456,not_collected,SEC-19 ECDSA recovery id (V) is casted from uint64 to single byte,https://github.com/ethereum/go-ethereum/issues/456,{'consensus': 1},{'9fb52c517beda2422920eb5b265a0f714d59c39a'}
issues/457,not_collected,SEC-20 VM program counter overflow,https://github.com/ethereum/go-ethereum/issues/457,{'evm': 4},{'368ebe63a95c870a90dba8635d3a5c3863c43330'}
issues/502,not_collected,SEC-25 ECIES library does not verify whether received point is on curve,https://github.com/ethereum/go-ethereum/issues/502,{'crypto': 1},{'7c0a18edb58c46a68bdf524dc2bf3e7edf61dba2'}
issues/503,not_collected,SEC-26 Go defer/recover pattern used to catch VM halting conditions,https://github.com/ethereum/go-ethereum/issues/503,"{'evm': 4, 'external': 123}","{'8a22cd5e6ca88eef0207cfb597175f720d6deda3', '56ed93484e83ade3341acc4c7cc90e5159df3e72'}"
issues/505,not_collected,SEC-28 Add validations to Go EC recover utility function,https://github.com/ethereum/go-ethereum/issues/505,{'evm': 1},{'d2fa6e7753deb0f7fe5e1d802460c88c2885b954'}
issues/506,not_collected,SEC-29 Go zero values for missing struct fields in RLP decoding causes caller to panic,https://github.com/ethereum/go-ethereum/issues/506,"{'consensus': 1, 'policy': 1}",{'4a4da9a24e39c45db6535ca5ad51dc1385f2491b'}
issues/507,not_collected,SEC-30 Unsigned tx handled as tx from the zero address,https://github.com/ethereum/go-ethereum/issues/507,"{'ui': 1, 'consensus': 1}",{'861031491860c69f29e1444c22dd84c38abfedf4'}
issues/515,not_collected,SEC-32 VM memory Set function panic when memory is empty (0),https://github.com/ethereum/go-ethereum/issues/515,"{'evm': 1, 'external': 123}","{'56ed93484e83ade3341acc4c7cc90e5159df3e72', '00f8319faf95e53333a9573fdc9e49df23238607'}"
issues/568,not_collected,RPC panic eth_getTransactionCount with pending,https://github.com/ethereum/go-ethereum/issues/568,{'others': 1},{'7e1e264375fe4bebbf6bb40604d0060744ebae2a'}
issues/595,not_collected,SEC-33 New gas limit validation not handling when block's gas limit is lower than parent,https://github.com/ethereum/go-ethereum/issues/595,{'consensus': 1},{'485dcf90cd4ea290cc1b6bea1c4f3135aa25cb7c'}
issues/597,not_collected,SEC-34 Add check for minGasLimit in new gas limit validation,https://github.com/ethereum/go-ethereum/issues/597,{'consensus': 1},{'485dcf90cd4ea290cc1b6bea1c4f3135aa25cb7c'}
issues/598,not_collected,SEC-35 BLOCKHASH instruction DoS,https://github.com/ethereum/go-ethereum/issues/598,{'consensus': 1},{'b927c29469864424a97c06ff2f31e2d882b01cd7'}
issues/599,not_collected,SEC-36 Block header nonce overflow,https://github.com/ethereum/go-ethereum/issues/599,"{'util': 2, 'consensus': 2, 'storage': 2}",{'f486c0ae563eaf89a601ca5d60f30be96db2e69a'}
issues/600,not_collected,SEC-37 Block header gasUsed field not validated but set for the block,https://github.com/ethereum/go-ethereum/issues/600,{'consensus': 1},{'bfb9ed881d3b7de3a4a68686a1f90d84decc8667'}
issues/601,not_collected,SEC-38 call depth not decremented after return from CALL or CALLCODE,https://github.com/ethereum/go-ethereum/issues/601,{'evm': 1},{'ebf4408d738474835582485bb4ef45bf55a05a9c'}
issues/602,not_collected,SEC-39 Account nonce incremented before tx validation,https://github.com/ethereum/go-ethereum/issues/602,{'evm': 1},{'23bccbbc587aa22057eb7ae29c5b87d44b7cac7d'}
issues/603,not_collected,SEC-40 common/rlp.go Encode integer overflow,https://github.com/ethereum/go-ethereum/issues/603,"{'network': 5, 'storage': 1}",{'1a44f0ac91a9fafaa0b289bc19f52a42499b83f7'}
issues/604,not_collected,SEC-41 Peer TD in NewBlockMsg not verified,https://github.com/ethereum/go-ethereum/issues/604,{'external': 3},{'0214cbe0fb01e623a905a6ff8875896f78e00840'}
issues/68,not_collected,"panic: object does not expose a method ""addLog""",https://github.com/ethereum/go-ethereum/issues/68,{'ui': 1},"{'48276be277ff7b4ffe9b7853cecda7da598e2c40', 'd6acb74ac95fc2630e5a1e2c71cc6534f135606b'}"
issues/681,not_collected,Eventer and RPC in deadlock but only when console is started,https://github.com/ethereum/go-ethereum/issues/681,{'consensus': 2},{'ec6cbb914b4e3070ad2fd6194c2fa6de2c1080cc'}
issues/77,not_collected,Gas restrictions,https://github.com/ethereum/go-ethereum/issues/77,{'consensus': 3},"{'753f749423df7d5fba55a4080383d215db8e0fc7', 'bdc206885a1d9c730464f60ec65557403720be1e'}"
issues/846,not_collected,Database corruption when downloading and stopping client,https://github.com/ethereum/go-ethereum/issues/846,{'node': 1},{'016f152b36106130fa42514ef6cfacc09dfc3142'}
issues/916,not_collected,eth_getWork starts mining,https://github.com/ethereum/go-ethereum/issues/916,"{'ui': 3, 'node': 1, 'consensus': 3, 'rpc': 1}",{'21e52efdfed19c4376b830f8ad0e52a9e599f633'}
issues/951,not_collected,"estimateGas returns error about balance, when the accounts is empty",https://github.com/ethereum/go-ethereum/issues/951,{'util': 1},{'79fa05867f78a159f4c229c21c12f0e4679b5b2e'}
pull/1031,not_collected,fixed race condition in miner,https://github.com/ethereum/go-ethereum/pull/1031,{'consensus': 3},"{'677796b3517782dd530b7a1a7d9dfd16b643404c', '60561cdca26b84843ddb4d96158c6ca7d8c32ec1', '7778740315f322a9a31219090f180374a5620ec0'}"
pull/1063,not_collected,prefix dapp key/value entries in extradb,https://github.com/ethereum/go-ethereum/pull/1063,{'others': 1},"{'a61e6788db492b292baaa9c9be09eac9334ff56e', '1da145675d7975bf99ef0c947cac7eaf5b87f21d'}"
pull/1064,not_collected,Fix two additional download vulnerabilities,https://github.com/ethereum/go-ethereum/pull/1064,"{'network': 8, 'node': 2, 'policy': 2}","{'af28736bd0f01176fa95b715e48476dd8269b942', '52db6d8be577669bd5ba659ac223acf61956b05a', 'e8b22b9253da400cc350dbc673d07789f93f57bc', '06a041589f3c2d4b3e66a1ce51e3e03e209fdbff'}"
pull/1105,not_collected,miner crash due to blockchain db close,https://github.com/ethereum/go-ethereum/pull/1105,{'consensus': 1},{'31272f12b34af569ae2f5acd53f4d624d2bee30c'}
pull/1150,not_collected,core/vm: improve JUMPDEST analysis,https://github.com/ethereum/go-ethereum/pull/1150,{'evm': 7},"{'122d2db0955c357abc84aed6686d956a4b435ccc', 'c9ed9d253a535678ea9e1fcd2a255c7508ef0c63', '48fb0c3213a1634a266dd661d30c9ecd3c352f49', 'b4818a003aabb1722f8413ba98fa5b6262ef9673', 'ea2718c9462ae351baab5eaa05a7e1ef9dc916fa'}"
pull/1153,not_collected,eth/downloader: gather and ban hashes from invalid chains,https://github.com/ethereum/go-ethereum/pull/1153,"{'network': 18, 'node': 2}","{'087949227c3b10c2ae45cb1a54a6de1f4f5d6600', '0275fcb3d3979d14e01b4e0b9980be6d0cafbc8d', 'b40c796ff726d54efc8c7933e1586869c2a0985a', 'c4f224932f69099f595211755ebc0a9933616315', 'abdfcda4dd223f2a2a932628da1e9388d2670856', '84bc93d8cb3ca2beab96b567507873e53ce80056', '4b2dd44711a04c639ecde68806455ccf7244acce', 'eedb25b22ac466d8165153589b0e4a7c7de69128', '1d7bf3d39fbd6b1a53913bb309bc07500b220ded', '4ed3509a02c7f5a09036e6e9cb615c6def6d25f3', '2d627995cf22b9a1187e4b22d430f84541904d2c', '9da0232eef7e7abd9f036fccb231220e272e6049', '6d497f61c65b1c02c4cfb5f4e0673574a0cd17d5', '63c6cedb14cbd461733e33ffac016dc7d8e431ae'}"
pull/1155,not_collected,"core: fix #1154, sort out data race accessing the future blocks",https://github.com/ethereum/go-ethereum/pull/1155,{'consensus': 1},"{'a906a84950f84a3cae178b2aca49fa6bba54a4c9', 'b7fc85d68ea22a99222ba8535be8ff6410826644'}"
pull/1167,not_collected,Add missing err checks on From(),https://github.com/ethereum/go-ethereum/pull/1167,"{'ui': 1, 'consensus': 1}","{'861031491860c69f29e1444c22dd84c38abfedf4', '147a699c6543b1e4ec8c933f8aaff4e0639897b6'}"
pull/1216,not_collected,Fix various data races in eth and core,https://github.com/ethereum/go-ethereum/pull/1216,"{'consensus': 4, 'network': 7, 'node': 3, 'p2p': 2}","{'ebf2aabd254a4e765b68cdb46b18806fa7e4cb4b', 'd09ead546cbdf8e4659e65581f23715101f5b686', '365576620a8230a193570e81e7f296d17b13fede', '07baf66200c74a97b440a199dce7321b23aea4cd', 'ff84352fb73bdbb07a7b2cf24b417927bf5a5c5e', 'ca8cb65b73b5bdb6a30b6a45304b3c45acc66bcc', '44147d057dd91d8b35dd6f4ed025bdb4baf225eb', 'f86707713c42da02b70a3a389684e19e902d8759'}"
pull/1220,not_collected,core: fix a lock annoyance and potential deadlock,https://github.com/ethereum/go-ethereum/pull/1220,{'consensus': 3},"{'4541c2296441ba7e7e625d95d45490dbd064c8b4', '5950755b12f204c957542035739db09860c69a2a', 'd652a58ada207fa9a372f2fa594d5a151ed44a4f', 'fecf2141750fe61640870672987023fe7213901a'}"
pull/1223,not_collected,core: fixed race condition in the transaction pool,https://github.com/ethereum/go-ethereum/pull/1223,"{'consensus': 3, 'node': 2}","{'65a48f9cd8461917d8047b1cd4901d068b61ff00', '29f7902fee0750c571adad06bd614365ad86e8f5', '4407524d13994759230ce6d31d828914597e8f6c', 'acb59f3243bf1e12185912ba0684007247ade7ca'}"
pull/1243,not_collected,"eth, eth/downloader: separate concerns, clean up test suite",https://github.com/ethereum/go-ethereum/pull/1243,"{'node': 2, 'network': 18}","{'0fc71877a7d7a46f35147f753cba0de7b937c77a', '66d3dc8690e0aa551e7b35a17006a2135b51c9bd', 'fc7abd98865f3bdc6cc36258026db98a649cd577', 'faae8b7dd844f4faa2b9e2c8ce76246341ed7357', '9c03c374e32541c905adb9a3b8783cd721117030', '2dd6a62f67a217cc2186f04d7d99565f7782c79b', 'cf7c44a7f6e5422148e0be98186d5570ce3e0ac5', 'aa250e228a7f2eec5d512d05eb042b75e2755d30', '2937903299b9b965eb54a9d5031714d6a7af972e', '80833f813715cb151bbf165f462e38930fc4fccd', '30a9939388ac738aba39eb64c287bbf9bbda91c9', '263903378b81f4a17ab34f5ad0d3a7ceb2b5dea9', 'b240983e2bafcde1c5902ce3a196b22475412f16'}"
pull/1274,not_collected,Update ethash godep,https://github.com/ethereum/go-ethereum/pull/1274,{'external': 12},"{'be303ba1864d760c2d47eb9b27acbe889d1a0e29', '8f372c867d0717560640d513058bda9af24335e5', 'a3fdef7529e9b58b73d5eb033a2411fafbc9a1f1', 'a9d6846f9218ef131ec4b3ca8d31284f64f1b8a5'}"
pull/1281,not_collected,"eth/downloader: fix #1280, overlapping (good/bad) delivery hang",https://github.com/ethereum/go-ethereum/pull/1281,{'network': 1},"{'e4b54f18c6db9f43a4d6cf2916df664bf30c8171', '4a1e82cf3f7a5c9d7526fc01aa68466870e2a644'}"
pull/1313,not_collected,eth/fetcher: handle and test various DOS attacks,https://github.com/ethereum/go-ethereum/pull/1313,{'network': 6},"{'2105807a32620320d87b7ce9377b4313090ac23e', 'b5a0eed6dfbdb1a902896bf1f70bde2884c783a6', '9319dfbec5a8b142931786d113eeee7f837ea70d', '886d00016ce648bd322f4744bfce076a7a1c74fb', 'e412faee8aa7db023ed2124a43e5212bf155c844', 'a1086d1dabf9a630122c4e6c2cb8458f8a1efa5f'}"
pull/1323,not_collected,Race condition in http interface,https://github.com/ethereum/go-ethereum/pull/1323,{'consensus': 1},{'f56d5fb019e0ff5e313f82be6c74267a4d4c9d08'}
pull/13515,not_collected,les:flowcontrol: fix division by zero for lightserv flag,https://github.com/ethereum/go-ethereum/pull/13515,{'node': 1},{'43064d8ddda958df807a43ae15834fb3e4cf290c'}
pull/1354,not_collected,gpo non-existent block checks,https://github.com/ethereum/go-ethereum/pull/1354,{'policy': 1},"{'a22fb034da188477fc7bd04935053704dd853ad2', '2236a353764b2373fdcdd711a7685a17b40faba8'}"
pull/1355,not_collected,Use uint64 for block header timestamp,https://github.com/ethereum/go-ethereum/pull/1355,"{'ui': 1, 'consensus': 5, 'evm': 2}","{'4c490db6afeb5a48d3e8d1d65ea8ddc9811d0a6d', '2e5242f9bbbf8412fa5b6e94da942e69570d860d'}"
pull/136,not_collected,Fix chain filter data race,https://github.com/ethereum/go-ethereum/pull/136,{'others': 1},"{'c1f8a640d35b4ec996657d0457f67d02d8276f4b', '8128190fb2fd5e9e41929bdb84a71f87fc897724'}"
pull/13856,not_collected,ethstats: sanity check ethstats history queries,https://github.com/ethereum/go-ethereum/pull/13856,{'others': 3},"{'96d1a4aee6c21b0cd247513cdd9d3acc78df378d', 'e50a5b77712d891ff409aa942a5cbc24e721b332', 'fb98a8c6c2964f59ef2be7677c81260181074db7'}"
pull/14339,not_collected,cmd/faucet: further user validations and bot protection,https://github.com/ethereum/go-ethereum/pull/14339,{'ui': 15},"{'af48a331bf1ec8d30cff7d411afcce37741cbede', '80e74fc1e09ccc3cf48a65fd89d2d872dc68fda3', '03dffe3efdde4fd0d849b9523249d0ad42037dce', 'd2fda73ad7f4771dadb265d1cbfaecaaabb2cb42', 'cb3f5f8b932156df9078085e77bef493eca1581b'}"
pull/14379,not_collected,node: fixes deadlock on Wait(),https://github.com/ethereum/go-ethereum/pull/14379,{'node': 1},"{'8dce4c283dda3a8e10aa30dadab05a8c0dd9e19d', '5f7eb78918fe88a9e4f64e47044c29fcb934d924'}"
pull/14398,not_collected,"cmd/puppeth, vendor: update ssh, manage server keys",https://github.com/ethereum/go-ethereum/pull/14398,"{'ui': 5, 'external': 14}","{'8cef85258a7989e72d1e19d7583a45e21585baf3', 'cf4faa491a699e2a9397ad3809695cc9c0965662'}"
pull/14407,not_collected,consensus/ethash: fix a timestamp update race,https://github.com/ethereum/go-ethereum/pull/14407,{'consensus': 1},"{'f8acc0af7e48ef3e6b1ed710fc429ece81db1dc8', '59966255add632e3ef09799a8b994ec982bd415a'}"
pull/14411,not_collected,consensus/clique: fix overflow on recent signer check around genesis,https://github.com/ethereum/go-ethereum/pull/14411,{'consensus': 1},"{'bcf2465b0b9c2aefcc7b79bdc24025f1497c08b1', '02fa3e3179011bcbdf9142f9efba8d3a52df8987'}"
pull/1443,not_collected,Core uint64 ts,https://github.com/ethereum/go-ethereum/pull/1443,{'consensus': 8},"{'dd140beb73bf70d1b7c78c5a92e5c73586282bb6', '0b53a5c67381b3843ae01bf4210b57416ab5d210', 'b08abe64e4d2e3fa8d10c89647595226d6b31b19', '5d6d40f329410f20d9ceb92d31985a883d94cb24'}"
pull/14442,not_collected,"cmd, core, eth, miner: remove txpool gas price limits",https://github.com/ethereum/go-ethereum/pull/14442,"{'consensus': 12, 'ui': 2, 'node': 2}","{'a2f23ca9b181fa4409fdee3076316f3127038b9b', 'dd1aa7dc3392b8c761bab92ebe5503321728e45e', '778ee5c4bfab1a88a3d796701abc539e3f39d40f', '84f45def3a289dee5be5df69d5b3242c024803bb'}"
pull/1446,not_collected,"eth, ethdb: fix a data race during startup/shutdown",https://github.com/ethereum/go-ethereum/pull/1446,"{'node': 1, 'storage': 1}",{'be6205d6ecca355c6eee725a09cd8d406a7fcde0'}
pull/1447,not_collected,"eth, ethdb: fix a data race during startup/shutdown",https://github.com/ethereum/go-ethereum/pull/1447,,"{'cd6d703e94ec684bd8d0fd0ed231e99417887e8b', 'eb2d168710891f2cc9ef79fae7a128af70efadee'}"
pull/14480,not_collected,les: fix goroutine leak in execQueue,https://github.com/ethereum/go-ethereum/pull/14480,{'others': 1},"{'e20158176d2061ff95cdf022aa7113aa7c47a98e', 'c63736bc2ac9d0bb46bbe4bfd4dea07724491586'}"
pull/1451,not_collected,eth/downloader: drop peer if advertised TD but won't delvier,https://github.com/ethereum/go-ethereum/pull/1451,{'network': 1},"{'4c62ce831b7f4aba873fd0f78d90081d774c14a4', '492d5454b1e1e1ce18999827a5fd98562bfdbe0e'}"
pull/14545,not_collected,consensus/clique: cache block signatures for fast checks,https://github.com/ethereum/go-ethereum/pull/14545,{'consensus': 2},"{'309da541dec34a51d38a8c4f7f76b7e0d3c8eb60', 'b0f30b0b37f2afcf9bf9fb8519abc7ffe595e615'}"
pull/14561,not_collected,core: reduce transaction reorganization overhead,https://github.com/ethereum/go-ethereum/pull/14561,{'consensus': 3},"{'cba33029a844a6631935f0ad57afd9793eabde6f', '799a46900076e5315813ca7791f349b8e6eaed0c', '9702badd83399d62dca4df0cfd65587340def300'}"
pull/14727,not_collected,Fix error when reporting numer of txs in imported blocks,https://github.com/ethereum/go-ethereum/pull/14727,{'consensus': 1},"{'8bbd598ef43be51f6dbd37b7d2b14501c8a4a6c3', '65b96dc4b95722df81d664d22fd06550a4c0b8a8'}"
pull/14823,not_collected,cmd/puppeth: limit cotnainers to 10MB logs,https://github.com/ethereum/go-ethereum/pull/14823,{'ui': 5},"{'9488e7fd5fee6e88911758ba8202409004edec63', '8a8fc5f8ef102eac661cd4c4ea8baf433be6cd09'}"
pull/14940,not_collected,core: fix txpool journal and test races,https://github.com/ethereum/go-ethereum/pull/14940,{'consensus': 1},"{'9a7e99f75d09dc7835d3335d97a37f153d480cc6', '1c45f2f42e6578258e74c790d063b8639ec58bc6'}"
pull/14999,not_collected,cmd/puppeth: support blacklisting malicious IPs on ethstats,https://github.com/ethereum/go-ethereum/pull/14999,{'ui': 3},"{'059c767adf4956d6d7bae16066a798d02a367f01', '998abb910776f61fcea1d9350b157994abf5224b'}"
pull/1500,not_collected,miner: fix current work data race,https://github.com/ethereum/go-ethereum/pull/1500,{'consensus': 1},"{'30293497617b19a2f55633ac0680fbe2234607e0', '482cc4957d274ec101bb74a76ed34579ef1e4f28'}"
pull/1503,not_collected,accounts: fix data race when key is locked after the unlock timeout,https://github.com/ethereum/go-ethereum/pull/1503,"{'wallet': 2, 'crypto': 2}","{'06d5898d6a0f1f99505e55454688dd67237a98f9', 'd1d45aa8390731ad9d0422e6bbf2d451d11dab4d', '7662dd9bbbe5ced9aee33a734a754e90fb73d376'}"
pull/15072,not_collected,core/vm: Make MaxCodesize non-retroactive ,https://github.com/ethereum/go-ethereum/pull/15072,{'evm': 2},"{'66f210b128ae3e425f7667fc50fc407968c35872', '2e136d1b0b00073e7d445d570df171008633fb4a', 'e7408b5552002df7c3ba6a2351f14c533dfc5a36'}"
pull/15103,not_collected,eth: disable fast sync after pivot is committed,https://github.com/ethereum/go-ethereum/pull/15103,{'network': 2},"{'55e5926f34f2fa15489168a4a3b035f8b43a8b36', 'f30179d62e239521290690ac0688da8648ddebc6'}"
pull/1511,not_collected,core: fix an RLP encoding data race due to deep struct copy,https://github.com/ethereum/go-ethereum/pull/1511,{'consensus': 1},"{'26a269ea09667f7e49b89f96bb5eaee66c0d10f8', '04bb89604e6fcd40a79499ea0f53d161e5ca7890'}"
pull/15190,not_collected,cmd/geth: make account import read keys from stdin,https://github.com/ethereum/go-ethereum/pull/15190,{'ui': 1},{'7f3a97d0608d890fe14f41577a92f6cf1ceb70f6'}
pull/15235,not_collected,core: revert invalid block dedup code,https://github.com/ethereum/go-ethereum/pull/15235,{'consensus': 1},"{'629b5837e99ced620e71f5d750f2c1abc3537ed3', 'b84f0bdb02f95e5342ea1ae82ba319718acf9d46'}"
pull/15247,not_collected,Fix a bug with console on MIPS architecture - Update peterh/liner dependance,https://github.com/ethereum/go-ethereum/pull/15247,{'external': 15},{'69559d99088df83de4c303649998c2b9974aeddb'}
pull/15365,not_collected,les: wg data race fixed,https://github.com/ethereum/go-ethereum/pull/15365,{'network': 6},"{'a231fdbf790bab7eaaf060accb53a3ea259aa6c7', '0914d4e0d2b29249bdec9d2342256c39e1787bf3', 'b04eb83c2f6012c56abd91c50a7b720903947c74', '853d5d3fd0a3cb7e9e6cf05da147379cfb132804'}"
pull/15376,not_collected,swarm/storage: Fix chunk overwrite on store restart,https://github.com/ethereum/go-ethereum/pull/15376,{'storage': 3},"{'6c959a9c20d3238895e82be9770bc7981964eda9', 'e69ba3624c4690cbede23521121356d9c78a3867', '3ddda8be3e1b6c711a16855f5023f0ee3f39c304'}"
pull/15427,not_collected,swarm/storage: Fix chunk overwrite on store restart,https://github.com/ethereum/go-ethereum/pull/15427,{'storage': 4},"{'fe2f4ba2d61cd2ed96e34ac8b04526a70ad163cd', 'df27fe73918b58ed5586339e067cd1bae5e124b6', '4a923691e74b34e058aeb74fc767e1400502758f', 'e833eb86eb46e5fa7e0226a7b1fb8c460b813cfb', '4a91e70031220b8f2786a5dcbd661d955be7a542', 'fb4f106ef76756e7287a70b12a8d8c9bb69a6148'}"
pull/15441,not_collected,les: fix channels assignment data race,https://github.com/ethereum/go-ethereum/pull/15441,{'others': 1},"{'abcf79088b499d0c5b1f152d14ceed096926d68a', '7ace02398160fe4d0f0bf9e7c49ff86e6fdb15bc'}"
pull/15545,not_collected,eth/downloader: dereference discarded statesync request,https://github.com/ethereum/go-ethereum/pull/15545,{'network': 1},"{'7087b3dbdc958ede3d6213dacd56624affde474b', '9c42a41ed81c0f138236b4ee6490a63092bea3fa'}"
pull/15549,not_collected,"core/state: copy trie too, not just content",https://github.com/ethereum/go-ethereum/pull/15549,"{'consensus': 1, 'storage': 1}","{'de37e088f2f317d900c84166b2f3e2aee7173595', '5dea0f2aa48a12e671dfa906896031db2379de8d'}"
pull/15578,not_collected,Whisper v6 remove aesnonce,https://github.com/ethereum/go-ethereum/pull/15578,{'network': 17},"{'736e75697d631b2e80a51d898f9cb5fe36b01679', 'ab3763c2795f2ad9e41e0a77219ec1a2e0c2c497', '8315701538a71c6d3265ffc7a05ac3bf8e740a68', 'a340851ea05836c06b783bc0b1fc2dd98b7c99c4', '0d31e257e094fcee69e64c189a5a347fcd37fb09', '35297a80564c023432815b22d151f98ea378327f', 'a0abb7dcfc17a525027b5daca872f555cbf6d38b', 'd13bbc82c6708497f0b0811a66fd07659f6f931c', '225967a6e35fdc41f98f95af22f28f493fcf1f8e', 'd95962cd5d3ea163f8e91d7a9ca2f6303799b2e2', '26401643040c87ceae6f55970aec300ccb7dc5f1'}"
pull/15631,not_collected,whisper: sym encryption message padding includes salt,https://github.com/ethereum/go-ethereum/pull/15631,{'network': 3},"{'e7610eadfee686d7d979e8d23d0b903a78288a13', '4535c5f250efb8bcc8e25f0df032ae270a305607', '3f8f954faee1f73c521b594005387bc7831fd359'}"
pull/15692,not_collected,les: fix les/1 CHT compatibility issue,https://github.com/ethereum/go-ethereum/pull/15692,"{'network': 1, 'node': 1}","{'83d16574444d0b389755c9003e74a90d2ab7ca2e', 'c4899ebf9940228cc03e5d25da68ff8e2e5dcaf8'}"
pull/15790,not_collected,cmd/utils/flags.go: Applying a String len guard for the gitCommit param of the NewApp(),https://github.com/ethereum/go-ethereum/pull/15790,{'ui': 3},"{'89be5f76f810deb5d9a13965aa28cef2ebf4c915', 'd04a0c23b0c9c434151c415c4444bb710cd751dc', '7a59a9380e9f12729bb094de4151c3d135bdadf9'}"
pull/1587,not_collected,miner: fixed worker race condition,https://github.com/ethereum/go-ethereum/pull/1587,{'consensus': 1},"{'1f4ac6b05ae218b86100cdfbd87929624a29d2e2', 'd8590d97902ff9c9ddc4ce56856f64b417b64489'}"
pull/15962,not_collected,RPC: Dns rebind protection,https://github.com/ethereum/go-ethereum/pull/15962,"{'rpc': 6, 'ui': 11, 'node': 16, 'p2p': 2}","{'543df3f69ce144c4a38f96071dd26a28bdd9e925', '589b603a9b1e17930d1e83ca64ce7cdc4c3d5c85', 'dbf5bb1f4c1bca7186468a7650256db7498c3910', '618dcfd03873a9948c4b3542ef3c1d74a9fa5f03', '5d0c42e35f1ad1866b71203afb640533f766d4a6', '76d0069ccde12bcef7ae917aa42dabdc18d25da1', '226aef18c888049b5e82e05f0c063c91cc3dfc45', 'b0c2ac46efd39439d855f249efd334ed8bebb162'}"
pull/16059,not_collected,whisper: Exit api.run when whisper is stopped,https://github.com/ethereum/go-ethereum/pull/16059,{'network': 2},{'c15bf122e4d91354a979b2c8fa93fa080a5e9367'}
pull/16085,not_collected,p2p/discover: fix out-of-bounds issue,https://github.com/ethereum/go-ethereum/pull/16085,{'p2p': 1},"{'0544a43c1332871405b260432db4bfe6a591feee', '20797348ca9d037dc5b7a830bafdfe1ea703eac0'}"
pull/16103,not_collected,les: fix light fetcher database race,https://github.com/ethereum/go-ethereum/pull/16103,{'network': 3},"{'651ee08512b387f72561ad7418f8e00fa7078466', '055eb26ae884fbe25b198fa011e9ff6f2ae4b1d3', '1bdde620dad3c5fccb8e5de19fe7f42b1209a156'}"
pull/16165,not_collected,cmd/faucet: resolve twitter user from final redirect,https://github.com/ethereum/go-ethereum/pull/16165,{'ui': 1},"{'5be1085b6b87ccb39644752ab2275c7403e4e148', '72c4c50777fbd0e7232c4c0adff030954e3e46ba'}"
pull/16207,not_collected,"travis, build, consensus: drop support for Go 1.7",https://github.com/ethereum/go-ethereum/pull/16207,{'consensus': 4},"{'17b0e226d3d6b3829a82ee1c142bd125cc9a0109', '8f43c9743311eed24fbb2ab011f33ccf3b8aa216'}"
pull/16259,not_collected,whisper: final refactoring,https://github.com/ethereum/go-ethereum/pull/16259,"{'ui': 3, 'network': 3}","{'4f1b3267bcd8a57f3a33c6300ec082698c12bbca', 'f1d440a437908320452a077b443f03a6c9606dc0', 'bb123954fff49d5f6d5d3b02faa2daaaa0ccb1b4'}"
pull/16402,not_collected,build: use sftp for launchpad upload,https://github.com/ethereum/go-ethereum/pull/16402,{'others': 1},{'6a3ec6e2779d590c82c78f8644e1303792f0add6'}
pull/16458,not_collected,vendor/gopkg.in/olebedev/go-duktape.v3: Fix overflown callstack trace bug,https://github.com/ethereum/go-ethereum/pull/16458,{'external': 1},{'7e42aa4c8cf97922e8211482318197ba25d72855'}
pull/16502,not_collected,trezor: support passphrase protection,https://github.com/ethereum/go-ethereum/pull/16502,{'wallet': 1},{'2c8caace9955f37191f86ed2e010ffe7911a209b'}
pull/16546,not_collected,eth/downloader: fix for Issue #16539,https://github.com/ethereum/go-ethereum/pull/16546,{'network': 1},"{'7cf83cee5240f76bdf8ff4f1024643fd126e1018', '07f83cd4f50f03c7be5b38ae99603f04fe0e7535'}"
