advisory_id,reviewed_scope,source_platform,record_id,appears_in_multiple_scopes
CVE-2026-3635,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#9114,False
GHSA-444R-CWP2-X5XF,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#9114,False
CVE-2025-69873,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#8927,False
CVE-2026-25224,dependency_or_tooling,lodestar,2cedff1345f12596,False
GHSA-MRQ3-VJJR-P77C,dependency_or_tooling,lodestar,2cedff1345f12596,False
CVE-2025-12816,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#8633,False
CVE-2025-66030,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#8633,False
CVE-2025-66031,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#8633,False
GHSA-554W-WPV2-VW27,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#8633,False
GHSA-5GFM-WPXJ-WJGQ,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#8633,False
GHSA-65CH-62R8-G69G,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#8633,False
CVE-2025-3194,dependency_or_tooling,lodestar,52a0b74179ac2fb5,False
CVE-2025-32442,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#7725,False
GHSA-MG2H-6X62-WPWC,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#7725,False
CVE-2025-22150,dependency_or_tooling,lodestar,48e0700ee23d59c7,False
GHSA-C76H-2CCP-4975,dependency_or_tooling,lodestar,48e0700ee23d59c7,False
CVE-2024-4067,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#7117,False
CVE-2024-4068,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#7117,False
CVE-2024-45813,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#7093,False
GHSA-RRR8-F88R-H8Q6,dependency_or_tooling,lodestar,lodestar:scope-networking:PR#7093,False
